date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:13:20	6951/6951	---M-Z	200	added ('OK')	text/css	date:Mon,%2005%20Sep%202022%2004:35:32%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/css/magnific-popup.css	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/css/magnific-popup.css	(from https://nextgenerationdev.com/demos/html/salud/salud/index.html)
18:13:20	16469/16469	---M-Z	200	added ('OK')	text/css	date:Mon,%2024%20Oct%202022%2013:27:08%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/css/swiper-bundle.min.css	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/css/swiper-bundle.min.css	(from https://nextgenerationdev.com/demos/html/salud/salud/index.html)
18:13:20	4007/4007	---M-Z	200	added ('OK')	text/css	date:Thu,%2018%20May%202023%2010:28:00%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/css/nice-select.css	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/css/nice-select.css	(from https://nextgenerationdev.com/demos/html/salud/salud/index.html)
18:13:21	110128/110128	---M-Z	200	added ('OK')	text/css	date:Thu,%2029%20Feb%202024%2015:57:42%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/css/main.css	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/css/main.css	(from https://nextgenerationdev.com/demos/html/salud/salud/index.html)
18:13:21	7294/7294	---M--	200	added ('OK')	image/png	date:Sun,%2002%20Jul%202023%2022:42:36%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/img/logo/footer-logo.png	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/img/logo/footer-logo.png	(from https://nextgenerationdev.com/demos/html/salud/salud/index.html)
18:13:21	66131/66131	---M-Z	200	added ('OK')	text/html	date:Thu,%2029%20Feb%202024%2017:17:08%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/index-2.html	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/index-2.html	(from https://nextgenerationdev.com/demos/html/salud/salud/index.html)
18:13:21	37228/37228	---M-Z	200	added ('OK')	text/html	date:Thu,%2029%20Feb%202024%2017:46:22%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/about.html	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/about.html	(from https://nextgenerationdev.com/demos/html/salud/salud/index.html)
18:13:21	28925/28925	---M-Z	200	added ('OK')	text/html	date:Thu,%2029%20Feb%202024%2019:48:14%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/classes.html	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/classes.html	(from https://nextgenerationdev.com/demos/html/salud/salud/index.html)
18:13:22	26320/26320	---M-Z	200	added ('OK')	text/html	date:Thu,%2029%20Feb%202024%2019:35:30%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/classes-details.html	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/classes-details.html	(from https://nextgenerationdev.com/demos/html/salud/salud/index.html)
18:13:22	29864/29864	---M-Z	200	added ('OK')	text/html	date:Thu,%2029%20Feb%202024%2020:24:36%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/event.html	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/event.html	(from https://nextgenerationdev.com/demos/html/salud/salud/index.html)
18:13:22	33593/33593	---M-Z	200	added ('OK')	text/html	date:Thu,%2029%20Feb%202024%2020:17:02%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/event-details.html	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/event-details.html	(from https://nextgenerationdev.com/demos/html/salud/salud/index.html)
18:13:22	34744/34744	---M-Z	200	added ('OK')	text/html	date:Thu,%2029%20Feb%202024%2021:06:06%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/trainner.html	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/trainner.html	(from https://nextgenerationdev.com/demos/html/salud/salud/index.html)
18:13:23	22184/22184	---M-Z	200	added ('OK')	text/html	date:Thu,%2029%20Feb%202024%2021:02:54%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/trainner-details.html	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/trainner-details.html	(from https://nextgenerationdev.com/demos/html/salud/salud/index.html)
18:13:23	45427/45427	---M-Z	200	added ('OK')	text/html	date:Thu,%2029%20Feb%202024%2020:54:44%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/shop.html	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/shop.html	(from https://nextgenerationdev.com/demos/html/salud/salud/index.html)
18:13:23	34088/34088	---M-Z	200	added ('OK')	text/html	date:Thu,%2029%20Feb%202024%2020:43:52%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/shop-single.html	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/shop-single.html	(from https://nextgenerationdev.com/demos/html/salud/salud/index.html)
18:13:23	22850/22850	---M-Z	200	added ('OK')	text/html	date:Thu,%2029%20Feb%202024%2020:36:48%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/shop-cart.html	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/shop-cart.html	(from https://nextgenerationdev.com/demos/html/salud/salud/index.html)
18:13:24	26515/26515	---M-Z	200	added ('OK')	text/html	date:Thu,%2029%20Feb%202024%2019:24:42%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/checkout.html	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/checkout.html	(from https://nextgenerationdev.com/demos/html/salud/salud/index.html)
18:13:24	20823/20823	---M-Z	200	added ('OK')	text/html	date:Thu,%2029%20Feb%202024%2020:31:08%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/payment-successful.html	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/payment-successful.html	(from https://nextgenerationdev.com/demos/html/salud/salud/index.html)
18:13:24	24385/24385	---M-Z	200	added ('OK')	text/html	date:Thu,%2029%20Feb%202024%2020:25:58%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/gallery.html	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/gallery.html	(from https://nextgenerationdev.com/demos/html/salud/salud/index.html)
18:13:24	29756/29756	---M-Z	200	added ('OK')	text/html	date:Thu,%2029%20Feb%202024%2020:59:04%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/testimonial.html	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/testimonial.html	(from https://nextgenerationdev.com/demos/html/salud/salud/index.html)
18:13:25	31482/31482	---M-Z	200	added ('OK')	text/html	date:Thu,%2029%20Feb%202024%2018:01:16%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/blog.html	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/blog.html	(from https://nextgenerationdev.com/demos/html/salud/salud/index.html)
18:13:25	37472/37472	---M-Z	200	added ('OK')	text/html	date:Thu,%2029%20Feb%202024%2017:56:04%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/blog-details.html	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/blog-details.html	(from https://nextgenerationdev.com/demos/html/salud/salud/index.html)
18:13:25	20832/20832	---M-Z	200	added ('OK')	text/html	date:Thu,%2029%20Feb%202024%2020:07:04%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/contact.html	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/contact.html	(from https://nextgenerationdev.com/demos/html/salud/salud/index.html)
18:13:25	17464/17464	---M-Z	200	added ('OK')	text/html	date:Thu,%2029%20Feb%202024%2017:19:04%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/404.html	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/404.html	(from https://nextgenerationdev.com/demos/html/salud/salud/index.html)
18:13:26	54895/54895	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Mar%202023%2019:01:58%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/img/about/trainer.jpg	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/img/about/trainer.jpg	(from https://nextgenerationdev.com/demos/html/salud/salud/index.html)
18:13:26	24283/24283	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Mar%202023%2019:39:48%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/img/about/trainer2.jpg	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/img/about/trainer2.jpg	(from https://nextgenerationdev.com/demos/html/salud/salud/index.html)
18:13:26	25333/25333	---M--	200	added ('OK')	image/jpeg	date:Fri,%2031%20Mar%202023%2006:43:16%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/img/classes/classes1.jpg	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/img/classes/classes1.jpg	(from https://nextgenerationdev.com/demos/html/salud/salud/index.html)
18:13:27	2622/2622	---M--	200	added ('OK')	image/png	date:Fri,%2031%20Mar%202023%2006:57:04%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/img/classes/icon/icon1.png	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/img/classes/icon/icon1.png	(from https://nextgenerationdev.com/demos/html/salud/salud/index.html)
18:13:27	31525/31525	---M--	200	added ('OK')	image/jpeg	date:Fri,%2031%20Mar%202023%2007:05:50%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/img/classes/classes2.jpg	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/img/classes/classes2.jpg	(from https://nextgenerationdev.com/demos/html/salud/salud/index.html)
18:13:27	2118/2118	---M--	200	added ('OK')	image/png	date:Fri,%2031%20Mar%202023%2007:02:56%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/img/classes/icon/icon2.png	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/img/classes/icon/icon2.png	(from https://nextgenerationdev.com/demos/html/salud/salud/index.html)
18:13:27	25608/25608	---M--	200	added ('OK')	image/jpeg	date:Fri,%2031%20Mar%202023%2007:07:24%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/img/classes/classes3.jpg	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/img/classes/classes3.jpg	(from https://nextgenerationdev.com/demos/html/salud/salud/index.html)
18:13:28	2177/2177	---M--	200	added ('OK')	image/png	date:Fri,%2031%20Mar%202023%2007:03:42%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/img/classes/icon/icon3.png	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/img/classes/icon/icon3.png	(from https://nextgenerationdev.com/demos/html/salud/salud/index.html)
18:13:28	1392/1392	---M--	200	added ('OK')	image/png	date:Wed,%2019%20Apr%202023%2017:15:36%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/img/clock/clock.png	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/img/clock/clock.png	(from https://nextgenerationdev.com/demos/html/salud/salud/index.html)
18:13:28	191157/191157	---M--	200	added ('OK')	image/jpeg	date:Tue,%2002%20May%202023%2013:05:40%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/img/gallery/gallery1.jpg	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/img/gallery/gallery1.jpg	(from https://nextgenerationdev.com/demos/html/salud/salud/index.html)
18:13:29	195751/195751	---M--	200	added ('OK')	image/jpeg	date:Tue,%2002%20May%202023%2013:08:28%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/img/gallery/gallery2.jpg	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/img/gallery/gallery2.jpg	(from https://nextgenerationdev.com/demos/html/salud/salud/index.html)
18:13:29	272045/272045	---M--	200	added ('OK')	image/jpeg	date:Tue,%2002%20May%202023%2013:08:52%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/img/gallery/gallery3.jpg	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/img/gallery/gallery3.jpg	(from https://nextgenerationdev.com/demos/html/salud/salud/index.html)
18:13:30	281174/281174	---M--	200	added ('OK')	image/jpeg	date:Tue,%2002%20May%202023%2013:10:30%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/img/gallery/gallery5.jpg	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/img/gallery/gallery5.jpg	(from https://nextgenerationdev.com/demos/html/salud/salud/index.html)
18:13:30	196314/196314	---M--	200	added ('OK')	image/jpeg	date:Tue,%2002%20May%202023%2013:09:20%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/img/gallery/gallery4.jpg	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/img/gallery/gallery4.jpg	(from https://nextgenerationdev.com/demos/html/salud/salud/index.html)
18:13:30	104158/104158	---M--	200	added ('OK')	image/jpeg	date:Wed,%2019%20Apr%202023%2016:24:04%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/img/team/team1.jpg	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/img/team/team1.jpg	(from https://nextgenerationdev.com/demos/html/salud/salud/index.html)
18:13:30	194416/194416	---M--	200	added ('OK')	image/jpeg	date:Tue,%2002%20May%202023%2013:10:52%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/img/gallery/gallery6.jpg	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/img/gallery/gallery6.jpg	(from https://nextgenerationdev.com/demos/html/salud/salud/index.html)
18:13:31	118132/118132	---M--	200	added ('OK')	image/jpeg	date:Wed,%2019%20Apr%202023%2016:51:58%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/img/team/team2.jpg	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/img/team/team2.jpg	(from https://nextgenerationdev.com/demos/html/salud/salud/index.html)
18:13:31	93858/93858	---M--	200	added ('OK')	image/jpeg	date:Wed,%2019%20Apr%202023%2016:53:12%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/img/team/team3.jpg	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/img/team/team3.jpg	(from https://nextgenerationdev.com/demos/html/salud/salud/index.html)
18:13:31	6336/6336	---M--	200	added ('OK')	image/jpeg	date:Sun,%2023%20Apr%202023%2013:13:02%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/img/testimonial/client1.jpg	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/img/testimonial/client1.jpg	(from https://nextgenerationdev.com/demos/html/salud/salud/index.html)
18:13:31	5699/5699	---M--	200	added ('OK')	image/jpeg	date:Sun,%2023%20Apr%202023%2013:13:56%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/img/testimonial/client2.jpg	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/img/testimonial/client2.jpg	(from https://nextgenerationdev.com/demos/html/salud/salud/index.html)
18:13:31	6233/6233	---M--	200	added ('OK')	image/jpeg	date:Sun,%2023%20Apr%202023%2013:14:32%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/img/testimonial/client3.jpg	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/img/testimonial/client3.jpg	(from https://nextgenerationdev.com/demos/html/salud/salud/index.html)
18:13:32	594859/594859	---M--	200	added ('OK')	image/jpeg	date:Sun,%2030%20Apr%202023%2002:25:56%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/img/pricing/bg.jpg	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/img/pricing/bg.jpg	(from https://nextgenerationdev.com/demos/html/salud/salud/index.html)
18:13:32	103684/103684	---M--	200	added ('OK')	image/jpeg	date:Sun,%2030%20Apr%202023%2004:01:58%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/img/pricing/pricing2.jpg	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/img/pricing/pricing2.jpg	(from https://nextgenerationdev.com/demos/html/salud/salud/index.html)
18:13:32	159424/159424	---M--	200	added ('OK')	image/jpeg	date:Sun,%2030%20Apr%202023%2003:08:00%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/img/pricing/pricing1.jpg	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/img/pricing/pricing1.jpg	(from https://nextgenerationdev.com/demos/html/salud/salud/index.html)
18:13:32	198890/198890	---M--	200	added ('OK')	image/jpeg	date:Sun,%2030%20Apr%202023%2004:03:08%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/img/pricing/pricing3.jpg	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/img/pricing/pricing3.jpg	(from https://nextgenerationdev.com/demos/html/salud/salud/index.html)
18:13:32	79963/79963	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Apr%202023%2012:11:08%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/img/blog/blog1.jpg	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/img/blog/blog1.jpg	(from https://nextgenerationdev.com/demos/html/salud/salud/index.html)
18:13:33	89218/89218	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Apr%202023%2013:17:36%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/img/blog/blog2.jpg	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/img/blog/blog2.jpg	(from https://nextgenerationdev.com/demos/html/salud/salud/index.html)
18:13:33	108233/108233	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Apr%202023%2013:19:30%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/img/blog/blog3.jpg	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/img/blog/blog3.jpg	(from https://nextgenerationdev.com/demos/html/salud/salud/index.html)
18:13:33	10034/10034	---M--	200	added ('OK')	image/png	date:Tue,%2017%20Jan%202023%2012:54:04%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/img/logo/logo1.png	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/img/logo/logo1.png	(from https://nextgenerationdev.com/demos/html/salud/salud/index.html)
18:13:33	8492/8492	---M--	200	added ('OK')	image/png	date:Tue,%2017%20Jan%202023%2013:01:12%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/img/logo/logo2.png	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/img/logo/logo2.png	(from https://nextgenerationdev.com/demos/html/salud/salud/index.html)
18:13:34	8915/8915	---M--	200	added ('OK')	image/png	date:Tue,%2017%20Jan%202023%2013:01:30%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/img/logo/logo3.png	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/img/logo/logo3.png	(from https://nextgenerationdev.com/demos/html/salud/salud/index.html)
18:13:34	8217/8217	---M--	200	added ('OK')	image/png	date:Tue,%2017%20Jan%202023%2012:58:02%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/img/logo/logo4.png	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/img/logo/logo4.png	(from https://nextgenerationdev.com/demos/html/salud/salud/index.html)
18:13:34	7432/7432	---M--	200	added ('OK')	image/png	date:Tue,%2017%20Jan%202023%2012:58:48%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/img/logo/logo5.png	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/img/logo/logo5.png	(from https://nextgenerationdev.com/demos/html/salud/salud/index.html)
18:13:34	9595/9595	---M--	200	added ('OK')	image/png	date:Tue,%2017%20Jan%202023%2012:59:30%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/img/logo/logo6.png	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/img/logo/logo6.png	(from https://nextgenerationdev.com/demos/html/salud/salud/index.html)
18:13:35	12081/12081	---M--	200	added ('OK')	image/jpeg	date:Sun,%2030%20Apr%202023%2012:48:36%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/img/footer/image/news1.jpg	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/img/footer/image/news1.jpg	(from https://nextgenerationdev.com/demos/html/salud/salud/index.html)
18:13:35	12035/12035	---M--	200	added ('OK')	image/jpeg	date:Sun,%2030%20Apr%202023%2012:49:40%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/img/footer/image/news2.jpg	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/img/footer/image/news2.jpg	(from https://nextgenerationdev.com/demos/html/salud/salud/index.html)
18:13:35	87533/87533	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2027%20Jan%202024%2018:03:44%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/js/jquery-3.7.1.min.js	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/js/jquery-3.7.1.min.js	(from https://nextgenerationdev.com/demos/html/salud/salud/index.html)
18:13:35	80420/80420	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2020%20Mar%202023%2023:31:20%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/js/bootstrap.bundle.min.js	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/js/bootstrap.bundle.min.js	(from https://nextgenerationdev.com/demos/html/salud/salud/index.html)
18:13:36	1762/1762	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2014%20Apr%202022%2020:14:02%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/js/viewport.jquery.js	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/js/viewport.jquery.js	(from https://nextgenerationdev.com/demos/html/salud/salud/index.html)
18:13:36	8155/8155	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2002%20Oct%202016%2017:29:14%20GMT	https://nextgenerationdev.com/demos/html/salud/salud/assets/js/wow.min.js	C:/Users/Utilizador/Desktop/Levi/training/nextgenerationdev.com/demos/html/salud/salud/assets/js/wow.min.js	(from https://nextgenerationdev.com/demos/html/salud/salud/index.html)
